,Order,File_Type,SKU_number,MarketingType,ReleaseNumber,New_Release_Flag,StrengthFactor,PriceReg,ReleaseYear,ItemCount,LowUserPrice,LowNetPrice,SoldFlag
62472,69695,Historical,508711,S,1,0,391285,42.95,1997,48,0.0,33.64,0
7434,7676,Historical,53943,D,11,1,32152,101.61,2010,63,108.99,71.03,1
73910,82745,Historical,722299,S,0,0,152577,49.99,2004,17,34.99,34.45,0
28158,28774,Historical,576644,D,8,1,431820,181.95,2007,56,68.96,49.77,0
57245,63760,Historical,162186,S,2,1,83701,125.0,2008,40,61.38,66.98,0
55856,62229,Historical,1696729,S,2,1,194765,48.95,2014,16,0.0,33.41,0
37739,41124,Historical,109489,S,10,1,4563367,186.25,2005,24,89.57,55.84,0
54170,60331,Historical,416622,S,9,1,549497,53.9,2008,44,118.74,38.98,0
23619,24144,Historical,528214,D,3,1,38117,171.4,2010,213,78.98,22.57,0
25321,25884,Historical,386742,D,2,1,372144,175.95,2007,91,53.99,18.94,1
13662,14017,Historical,606866,D,5,1,319996,7.89,2003,45,89.07,7.86,0
62191,69373,Historical,529620,S,2,1,716880,38.95,2012,23,33.63,28.93,0
17242,17655,Historical,661141,D,1,0,812214,74.95,2011,13,0.0,0.0,0
16124,16517,Historical,153947,D,4,1,452687,14.97,2007,114,48.5,7.88,1
18606,19039,Historical,289954,D,1,0,559942,82.95,2007,43,42.92,54.0,0
63074,70361,Historical,669033,S,10,1,94100,0.0,2012,28,78.99,113.53,0
52588,58606,Historical,635124,S,8,1,1310469,45.95,2009,28,33.99,9.4,0
27688,28294,Historical,544423,D,11,1,572102,104.95,2012,62,80.93,22.97,0
70050,78346,Historical,626606,S,1,0,446379,37.89,1990,44,38.94,37.89,0
43496,49345,Historical,571995,S,5,1,3000857,235.95,2003,35,107.16,27.16,0
23764,24292,Historical,58002,D,3,1,52865,44.44,2011,96,88.11,32.98,0
39781,44535,Historical,871855,S,7,1,720868,126.0,2013,24,25.93,103.85,0
27761,28369,Historical,625432,D,2,1,638636,46.0,2004,40,43.0,42.89,0
42055,47821,Historical,922674,S,3,1,2172632,45.25,2000,72,49.49,4.26,0
37657,41026,Historical,909869,S,3,1,383,16.95,2014,24,0.0,0.0,0
68218,76241,Historical,555267,S,2,1,296499,49.95,1997,40,26.84,38.19,0
69792,78034,Historical,131029,S,7,1,184806,33.2,2011,40,22.28,41.25,0
50624,56584,Historical,2573910,S,4,1,455909,66.0,1976,28,18.99,62.07,0
42149,47929,Historical,529658,S,4,1,455978,36.99,2010,28,27.67,27.67,0
47329,53228,Historical,871867,S,7,1,3855813,110.95,2007,17,23.88,69.35,0
18056,18481,Historical,163050,D,3,1,102845,42.66,2010,31,117.85,60.99,0
60700,67674,Historical,543976,S,14,1,818312,96.0,2013,27,48.97,70.7,0
20687,21166,Historical,53103,D,3,1,101799,15.99,2006,38,66.94,13.99,0
68386,76434,Historical,2159242,S,2,1,1773813,44.95,2006,5,0.0,38.5,0
75837,84924,Historical,298274,S,0,0,465514,44.95,2007,28,0.0,19.84,0
30681,31355,Historical,1574887,D,2,1,847026,131.95,2010,26,66.37,54.45,1
23765,24293,Historical,58001,D,2,1,578042,38.97,2007,57,88.11,33.33,0
70605,79003,Historical,626881,S,7,1,1703874,160.2,2010,22,134.39,101.98,0
35280,36244,Historical,625168,S,8,1,2375425,48.0,1998,29,45.15,10.94,1
37951,41460,Historical,146403,S,3,1,1041434,144.67,2011,42,143.21,7.29,0
14913,15292,Historical,118565,D,5,1,207022,168.0,2006,46,123.99,50.81,1
24534,25076,Historical,635217,D,8,1,423185,72.0,2008,21,74.77,32.64,1
54370,60557,Historical,2367149,S,3,1,1242800,116.6,1980,34,8.96,69.55,0
9252,9529,Historical,422018,D,9,1,245912,96.0,2007,49,14.33,19.95,0
44591,50447,Historical,624114,S,1,0,1012213,108.95,2005,27,54.67,19.0,1
34528,35308,Historical,107968,D,9,1,4672671,8.49,2002,18,24.85,8.49,0
9053,9324,Historical,369361,D,0,0,3513831,54.99,1999,20,53.92,46.79,0
66532,74299,Historical,563138,S,4,1,132131,89.99,1974,39,0.0,38.74,0
63929,71315,Historical,1865860,S,7,1,785261,20.0,2008,122,0.0,7.09,0
10421,10718,Historical,540602,D,10,1,57923,216.2,2013,64,78.99,94.94,0
8597,8860,Historical,826264,D,2,1,1292592,40.95,1992,28,0.0,0.0,0
18252,18678,Historical,897286,D,1,0,2966815,169.95,2004,10,178.18,40.98,0
21367,21856,Historical,208087,D,0,0,495490,58.0,2005,69,53.8,26.99,1
64510,71977,Historical,865280,S,3,1,497814,29.99,2011,47,0.0,0.0,0
438,446,Historical,630140,D,5,1,670881,69.99,2008,42,28.29,20.34,0
49844,55781,Historical,752479,S,9,1,3187711,114.91,2010,13,45.0,116.36,0
74228,83097,Historical,52193,S,6,1,789910,91.95,2000,148,116.97,25.86,0
19033,19475,Historical,106741,D,28,1,387679,60.95,2009,39,20.49,53.91,0
4165,4375,Historical,655033,D,5,1,891789,49.99,2013,32,4.33,22.31,0
6712,6947,Historical,52972,D,9,1,23809,247.6,2011,128,137.39,63.99,0
12008,12339,Historical,202257,D,1,0,1371674,113.95,2001,20,65.26,103.35,1
25527,26094,Historical,527543,D,16,1,2063923,102.95,2011,19,63.13,8.94,0
8302,8561,Historical,714138,D,2,1,801280,159.0,2002,24,95.41,43.98,1
75668,84732,Historical,1519909,S,23,1,1411711,65.95,2008,48,55.69,5.03,0
28088,28703,Historical,497845,D,9,1,260078,33.98,2009,315,122.42,15.99,1
8963,9234,Historical,329598,D,0,0,893937,130.0,1997,33,53.98,29.99,0
20284,20755,Historical,267144,D,3,1,975638,124.0,2005,42,245.85,36.0,0
72675,81261,Historical,111023,S,12,1,43239,207.5,2008,57,93.39,139.95,0
24042,24576,Historical,629816,D,5,1,2676763,61.95,2008,14,67.02,12.79,0
6217,6450,Historical,874814,D,6,1,73695,137.0,2014,33,91.44,110.46,0
34437,35215,Historical,572191,D,8,1,1996446,170.95,2006,48,132.15,9.74,0
14001,14360,Historical,261261,D,2,1,260068,41.0,1997,84,34.82,10.99,0
72866,81501,Historical,532107,S,2,1,123380,49.99,2011,31,33.76,33.92,0
47842,53746,Historical,914642,S,2,1,785015,110.0,2004,19,36.37,55.02,0
25031,25586,Historical,105757,D,1,0,3404304,83.95,2003,22,41.24,44.97,0
56265,62690,Historical,121379,S,4,1,797215,112.0,2008,19,28.14,83.94,0
67936,75915,Historical,533915,S,6,1,245615,275.95,2006,33,42.14,169.12,1
67925,75904,Historical,293285,S,3,1,80040,42.0,2010,57,19.96,22.48,0
3730,3930,Historical,3044374,D,1,0,2906706,102.95,1996,20,95.48,28.98,0
27241,27835,Historical,2333233,D,5,1,11181780,0.0,1977,15,17.77,97.04,1
28521,29143,Historical,2660451,D,4,1,7277964,56.0,1996,14,0.0,73.39,0
4763,4984,Historical,287606,D,5,1,170708,138.8,2009,32,80.49,78.98,1
74741,83694,Historical,2383503,S,11,1,627209,134.67,2015,20,105.47,85.01,1
74951,83935,Historical,631464,S,18,1,455684,93.0,2011,35,28.94,56.39,0
32178,32892,Historical,2663761,D,0,0,2636996,52.0,1998,29,98.99,28.99,1
14215,14576,Historical,55017,D,5,1,1020162,103.95,2006,51,98.34,9.32,0
27530,28133,Historical,60770,D,4,1,1539470,103.95,2004,30,162.58,41.49,0
10394,10691,Historical,50211,D,3,1,1301386,136.0,2004,94,62.31,15.99,0
63695,71046,Historical,1894894,S,2,1,615433,78.55,2009,16,0.0,19.29,0
75800,84882,Historical,765503,S,4,1,1688957,82.95,2001,17,32.93,34.98,0
26230,26814,Historical,54844,D,3,1,360178,21.99,2008,91,99.97,23.99,0
57343,63866,Historical,552093,S,2,1,920797,39.0,2002,37,4.47,7.07,0
31410,32099,Historical,2036789,D,0,0,2763020,66.64,2006,32,0.0,8.4,0
45710,51583,Historical,293980,S,4,1,427858,69.95,2010,39,50.49,48.73,0
5876,6106,Historical,111167,D,12,1,118437,24.58,2009,140,109.91,48.99,0
38597,42791,Historical,359809,S,2,1,221110,73.5,1997,23,27.71,46.95,0
42619,48449,Historical,244092,S,3,1,933876,145.95,2011,87,77.99,10.71,0
55723,62074,Historical,850187,S,2,1,3026284,95.16,1999,28,141.92,11.73,0
71457,79932,Historical,911195,S,4,1,990485,81.95,2008,16,4.0,47.31,0
30217,30884,Historical,842890,D,6,1,1687645,6.0,1981,65,147.99,30.35,0
17699,18121,Historical,1592592,D,1,0,2301913,154.99,2007,12,95.11,110.39,0
27365,27965,Historical,50672,D,14,1,65289,206.19,2010,74,127.85,132.61,1
740,748,Historical,60719,D,1,0,2751339,114.0,2001,21,48.99,18.08,0
23632,24157,Historical,578930,D,1,0,209827,64.95,2009,103,31.99,9.98,1
66976,74820,Historical,1826404,S,14,1,173954,42.95,2014,34,17.99,8.98,0
32767,33500,Historical,3219048,D,12,1,199741,123.38,1973,27,31.52,82.65,0
14546,14920,Historical,118171,D,2,1,178035,57.8,2009,52,50.26,22.99,0
16328,16725,Historical,119538,D,6,1,3764689,58.0,1998,37,75.95,6.49,0
61373,68426,Historical,1540577,S,1,0,1300969,52.95,2008,23,0.0,43.57,0
60102,66992,Historical,610385,S,9,1,6290,90.95,2013,62,23.98,61.4,0
73624,82412,Historical,625554,S,1,0,457166,55.0,1991,25,7.8,32.94,0
25160,25720,Historical,287560,D,6,1,868694,87.6,2007,37,72.81,61.52,0
60419,67345,Historical,50853,S,6,1,1764621,216.95,2002,45,168.98,11.53,0
48063,53971,Historical,858621,S,4,1,1094622,61.1,1997,54,16.48,21.77,0
17401,17814,Historical,61149,D,2,1,1478523,118.67,2006,32,64.28,17.97,1
60651,67620,Historical,658156,S,0,0,367933,164.95,2012,34,40.88,69.52,0
7355,7595,Historical,2261359,D,10,1,4191746,308.66,2010,34,0.0,60.35,0
6937,7173,Historical,177568,D,3,1,350747,210.95,2002,32,65.5,7.18,0
18408,18840,Historical,709148,D,0,0,1369461,153.29,2008,17,19.89,99.78,0
5916,6146,Historical,60505,D,5,1,1498095,108.8,2006,52,73.99,13.45,0
49870,55807,Historical,642217,S,4,1,1212024,49.99,2012,35,41.19,16.41,0
45811,51685,Historical,167160,S,2,1,653031,48.95,2007,59,33.53,33.98,1
68030,76023,Historical,644142,S,2,1,51472,49.95,2005,12,0.0,0.0,0
9664,9944,Historical,54653,D,5,1,1872159,102.0,2005,60,63.04,8.49,1
14869,15247,Historical,192120,D,1,0,2284541,49.98,2007,20,133.81,52.18,0
21263,21752,Historical,862124,D,2,1,12485,95.0,2014,80,56.48,22.45,1
43338,49185,Historical,201735,S,2,1,2290142,43.95,2006,21,134.25,42.47,0
38027,41634,Historical,162724,S,3,1,1593895,259.9,2008,22,55.18,270.53,0
25951,26525,Historical,620277,D,0,0,435985,95.0,2009,45,57.58,28.99,0
42407,48218,Historical,530250,S,9,1,1353049,95.95,2010,28,9.69,73.51,0
27351,27951,Historical,622636,D,1,0,795079,77.99,2011,18,0.0,0.0,0
12276,12615,Historical,141777,D,4,1,2209742,6.65,2005,37,40.34,4.34,0
47543,53445,Historical,128995,S,3,1,2037667,65.0,2005,40,40.98,25.07,0
24249,24785,Historical,52708,D,8,1,50185,43.99,2009,120,65.29,19.99,0
70288,78634,Historical,446716,S,3,1,20995,268.25,2010,72,44.98,71.49,1
1823,1911,Historical,738112,D,3,1,2673332,124.0,2001,35,0.0,0.0,0
2788,2913,Historical,2573524,D,2,1,1594532,175.0,1988,15,158.99,86.62,0
44360,50214,Historical,608941,S,3,1,424860,59.99,2010,46,27.99,21.14,0
22145,22649,Historical,193437,D,4,1,819107,143.0,2008,25,81.15,17.08,0
39588,44300,Historical,760095,S,2,1,654217,131.5,2001,16,82.99,116.77,0
6681,6916,Historical,534521,D,8,1,152386,72.0,2012,62,35.27,9.79,1
1899,1991,Historical,859124,D,7,1,4428522,44.0,2004,22,39.49,8.93,0
70431,78805,Historical,871365,S,6,1,772006,42.76,2014,11,145.82,33.59,0
73172,81864,Historical,656391,S,1,0,1322585,40.95,2009,21,33.84,211.87,0
73187,81885,Historical,641577,S,2,1,94871,73.95,2008,43,18.59,70.53,0
49586,55518,Historical,229131,S,7,1,818459,35.95,2007,63,46.42,33.58,0
5143,5367,Historical,621000,D,8,1,95570,311.4,2013,45,27.22,73.99,0
59508,66324,Historical,660829,S,4,1,115989,85.95,2013,44,13.98,45.93,0
4051,4259,Historical,657882,D,27,1,243043,295.4,2014,48,46.97,46.77,0
71979,80495,Historical,525729,S,7,1,733336,54.25,2012,17,0.0,38.72,0
13382,13737,Historical,621993,D,1,0,771810,46.95,2008,44,45.07,24.82,1
67892,75860,Historical,646931,S,1,0,420712,49.99,2013,28,218.19,79.01,0
56245,62670,Historical,696956,S,5,1,1833672,93.13,1998,37,70.97,23.94,0
27344,27944,Historical,114640,D,7,1,2135096,132.0,2003,42,113.87,14.94,0
58409,65074,Historical,647107,S,2,1,69238,38.0,2012,28,26.97,31.98,0
34270,35042,Historical,615645,D,1,0,208534,251.95,2004,46,129.34,48.98,1
74179,83045,Historical,533374,S,2,1,1845351,128.87,2011,19,18.26,163.88,0
25089,25647,Historical,127469,D,2,1,345694,44.95,2010,39,13.0,88.07,0
52543,58560,Historical,1839703,S,12,1,4089420,69.99,2007,14,54.71,49.77,0
3502,3673,Historical,2253587,D,6,1,412781,12.48,2009,40,0.0,11.59,0
51551,57527,Historical,192450,S,2,1,3029729,57.95,2005,42,23.99,11.9,0
56592,63046,Historical,531888,S,2,1,73887,69.99,2007,46,29.19,34.93,0
7700,7949,Historical,142720,D,5,1,855215,60.0,2010,26,17.17,163.98,0
51760,57748,Historical,2681709,S,2,1,5563958,85.0,2004,12,29.53,98.83,0
35940,37266,Historical,1519340,S,9,1,475703,43.95,2015,12,0.0,43.94,0
68360,76400,Historical,527046,S,2,1,753802,59.95,2008,37,38.99,43.51,0
54231,60401,Historical,156858,S,2,1,338456,48.95,2005,53,130.47,39.75,0
6809,7044,Historical,535355,D,1,0,955604,106.95,2013,53,45.23,52.25,1
50043,55982,Historical,1440415,S,5,1,2668843,0.0,2011,24,6.41,54.95,0
74546,83476,Historical,896875,S,2,1,164638,59.99,2014,17,41.86,43.76,0
74131,82994,Historical,572791,S,5,1,969141,173.95,1994,35,30.81,73.23,0
17512,17928,Historical,330710,D,4,1,370716,195.95,2007,32,118.75,10.94,0
54900,61146,Historical,713738,S,3,1,4531868,93.0,1999,26,89.07,39.38,0
66513,74270,Historical,636294,S,1,0,374174,45.0,2008,27,31.77,30.54,0
62989,70274,Historical,177177,S,7,1,2532465,176.95,2004,43,200.92,11.84,0
19407,19856,Historical,824966,D,3,1,324696,34.95,1997,9,0.0,0.0,1
18415,18847,Historical,475915,D,1,0,2406516,39.95,2008,26,115.17,44.67,0
67633,75572,Historical,743438,S,3,1,3480259,49.95,2002,17,41.98,48.75,0
3283,3442,Historical,211262,D,1,0,6111719,38.95,1997,20,44.59,13.94,0
50365,56312,Historical,638635,S,2,1,1309525,54.0,2001,11,42.22,63.52,0
42698,48529,Historical,539747,S,4,1,1264094,85.0,2011,30,19.84,52.66,0
50664,56625,Historical,147201,S,1,0,834314,57.95,2005,90,42.97,11.96,1
34784,35574,Historical,614781,D,5,1,151795,133.5,2006,67,67.8,48.88,0
69789,78031,Historical,60827,S,3,1,2134864,122.4,2001,36,108.88,8.89,0
30673,31347,Historical,179115,D,9,1,565793,115.95,2008,36,81.67,54.25,0
37468,40698,Historical,693943,S,1,0,1185595,94.4,2001,73,0.0,13.46,0
11103,11422,Historical,1927340,D,0,0,2710085,19.95,2013,7,43.6,15.91,0
41651,47161,Historical,525539,S,3,1,765635,110.0,2002,21,95.26,134.99,0
36245,37805,Historical,144869,S,6,1,1437930,226.6,2004,39,4.0,40.98,0
10078,10367,Historical,608354,D,4,1,595124,65.0,2004,48,45.42,17.99,0
60272,67187,Historical,738668,S,7,1,145853,43.0,2014,16,39.49,42.6,0
62675,69923,Historical,54629,S,1,0,643386,40.0,2002,52,45.86,13.99,1
66612,74400,Historical,896893,S,3,1,1059692,49.99,2014,18,16.85,29.96,0
62816,70084,Historical,3492236,S,3,1,3787510,110.0,2005,21,0.0,48.78,0
18011,18436,Historical,533998,D,2,1,475766,132.0,2004,75,133.99,35.49,0
32212,32927,Historical,853255,D,0,0,1376294,94.4,2002,33,46.29,24.99,0
49964,55901,Historical,918982,S,2,1,483853,154.2,1996,51,168.83,44.48,0
6488,6722,Historical,1598130,D,1,0,692643,134.95,2010,73,30.38,13.93,0
49607,55541,Historical,893889,S,2,1,3817789,125.95,2007,14,61.64,48.93,0
64801,72319,Historical,162641,S,3,1,1345663,39.95,2008,30,23.07,68.61,0
65008,72565,Historical,610321,S,10,1,546787,117.5,2013,10,85.87,82.19,0
6509,6743,Historical,527619,D,3,1,93272,132.47,2011,78,98.81,33.73,1
7138,7375,Historical,244037,D,8,1,665932,118.95,2011,50,90.97,23.58,0
4484,4703,Historical,120874,D,12,1,1190079,198.67,2007,76,143.93,24.89,0
47336,53235,Historical,55983,S,13,1,158190,227.8,2010,52,120.01,55.98,0
28155,28771,Historical,51530,D,4,1,2968300,8.99,2005,30,98.81,8.99,0
32438,33160,Historical,145146,D,10,1,2066964,81.2,2005,45,42.25,7.48,1
35863,37177,Historical,638238,S,6,1,74999,166.0,2012,34,93.78,76.76,0
20938,21420,Historical,3791792,D,1,0,3391910,64.0,2002,26,0.0,22.16,0
60141,67036,Historical,575953,S,2,1,251083,89.73,2010,30,55.88,30.52,0
29477,30126,Historical,200298,D,4,1,4135984,83.95,2004,20,48.4,23.84,0
39489,44187,Historical,728419,S,2,1,370785,77.6,2003,25,4.32,33.36,0
68646,76734,Historical,231573,S,3,1,316324,97.95,2005,54,48.75,76.98,0
51404,57377,Historical,557479,S,10,1,982845,91.6,2008,53,30.84,42.75,0
20758,21237,Historical,55781,D,3,1,954319,17.97,2008,61,78.99,7.15,0
222,230,Historical,2841191,D,0,0,7396469,4.0,1983,55,63.94,4.0,1
11853,12181,Historical,52456,D,0,0,2376219,67.95,2003,64,41.55,8.99,0
25724,26296,Historical,148431,D,5,1,2947758,0.0,2006,16,86.74,23.99,0
22672,23182,Historical,132759,D,7,1,110149,82.33,2009,181,63.97,22.1,1
5375,5601,Historical,121195,D,12,1,9912,177.8,2011,79,83.02,48.99,0
36856,39099,Historical,2084774,S,2,1,408217,34.95,2014,15,0.0,34.95,0
51749,57735,Historical,2052163,S,4,1,616074,77.95,2009,21,0.0,86.3,0
12726,13070,Historical,2602128,D,1,0,1286002,65.0,1997,23,57.48,33.87,0
1697,1783,Historical,581017,D,1,0,666899,20.0,2001,36,17.17,24.99,0
2055,2150,Historical,834660,D,20,1,3852995,150.0,1995,12,21.99,69.93,0
62862,70139,Historical,569670,S,2,1,141175,279.95,2001,36,0.0,0.0,0
58479,65152,Historical,664667,S,1,0,717821,39.95,2013,10,0.0,39.1,0
12808,13154,Historical,133476,D,2,1,130742,106.8,2011,55,84.86,38.37,1
54614,60828,Historical,51596,S,4,1,999028,104.0,2003,54,64.75,29.13,0
42739,48572,Historical,121882,S,2,1,3489476,41.0,1998,49,38.77,22.94,0
44313,50167,Historical,615638,S,1,0,563800,141.95,2008,56,0.0,0.0,0
27493,28095,Historical,57159,D,4,1,201295,53.98,2008,28,103.95,71.49,0
40480,45391,Historical,1468143,S,3,1,1660058,99.0,2007,11,0.0,66.81,0
63253,70562,Historical,635575,S,6,1,218985,97.95,2013,48,53.99,64.73,1
71481,79960,Historical,111268,S,6,1,1003074,99.75,2011,43,4.89,18.02,0
44221,50075,Historical,2257393,S,5,1,4697205,37.29,2007,41,0.0,35.17,0
10146,10435,Historical,557311,D,2,1,77121,100.4,2006,75,87.88,43.81,0
66543,74312,Historical,284337,S,2,1,329424,99.0,2011,29,45.89,48.64,0
62177,69358,Historical,119246,S,5,1,1274536,209.0,1996,43,0.0,53.81,0
43143,48986,Historical,246843,S,2,1,684687,57.95,2009,27,47.8,61.49,0
22965,23484,Historical,185112,D,1,0,627188,133.95,1996,59,73.08,31.94,0
21121,21608,Historical,289240,D,3,1,1421813,99.0,2005,43,67.97,16.88,0
59512,66329,Historical,530673,S,3,1,1020432,69.99,2008,43,6.76,44.97,0
48092,54000,Historical,290984,S,5,1,993763,119.95,2011,28,55.99,160.61,0
19130,19574,Historical,110703,D,7,1,15772,121.14,2011,80,146.82,41.93,0
68078,76082,Historical,702384,S,3,1,581790,40.0,2012,17,0.0,0.0,0
44893,50751,Historical,2675763,S,2,1,640102,17.95,1993,37,39.15,32.91,0
40487,45399,Historical,1470230,S,2,1,1944791,62.0,2007,9,0.0,52.34,0
61404,68458,Historical,591684,S,1,0,79999,52.95,2009,35,0.0,34.24,0
66307,74040,Historical,538678,S,6,1,241221,55.25,2012,73,55.39,23.14,0
59100,65860,Historical,107366,S,4,1,848648,0.0,2001,20,0.0,290.67,0
49981,55918,Historical,699803,S,3,1,1472301,50.0,2000,43,16.97,9.4,0
61009,68022,Historical,566587,S,7,1,1658904,0.0,2003,35,13.98,20.35,0
64429,71881,Historical,592861,S,6,1,1200355,55.0,2011,30,5.71,23.99,0
47855,53759,Historical,2776420,S,1,0,459255,37.95,1990,18,29.1,37.95,0
34222,34993,Historical,2258521,D,4,1,7696,101.3,2012,119,33.96,53.99,1
21738,22239,Historical,2078588,D,3,1,344745,49.99,2011,25,8.23,43.99,0
40450,45342,Historical,528435,S,12,1,86583,280.6,2011,51,44.21,198.27,0
25444,26009,Historical,527599,D,6,1,430575,189.0,2012,14,94.88,91.41,0
56831,63309,Historical,877480,S,3,1,623740,38.0,2008,31,125.24,87.42,0
69056,77189,Historical,577406,S,7,1,853966,55.99,2007,29,7.64,18.33,0
23085,23605,Historical,874418,D,0,0,1015892,21.7,2012,15,91.44,20.21,0
61369,68422,Historical,3056033,S,0,0,703920,20.0,2003,24,498.58,23.98,0
61260,68292,Historical,569749,S,2,1,741757,228.95,2000,31,0.0,0.0,0
34399,35177,Historical,2367185,D,0,0,6647614,57.5,2002,14,45.48,54.33,0
17771,18193,Historical,640592,D,2,1,2466160,75.99,2009,15,31.53,73.42,0
64978,72528,Historical,648707,S,2,1,555903,64.95,2006,32,19.89,67.0,0
37124,39695,Historical,525774,S,8,1,297185,37.95,2011,103,16.0,26.66,0
53281,59358,Historical,54110,S,7,1,1636735,6.99,2005,85,60.99,6.99,0
24314,24852,Historical,291661,D,3,1,205604,287.95,2006,114,143.02,15.98,0
43620,49470,Historical,344361,S,1,0,524468,65.0,2006,29,47.81,39.98,0
70332,78687,Historical,526322,S,2,1,284958,49.95,2012,30,31.99,27.28,0
54955,61206,Historical,176866,S,2,1,400279,359.95,2004,68,4.01,9.9,0
17405,17818,Historical,607285,D,12,1,356421,123.6,2005,39,122.14,79.83,1
41033,46087,Historical,175969,S,4,1,111264,99.99,2009,52,53.99,65.99,0
32532,33258,Historical,50499,D,6,1,189827,28.26,2008,143,78.47,22.94,1
31598,32290,Historical,789815,D,1,0,3247596,99.99,2006,13,87.12,155.09,0
32668,33396,Historical,539372,D,4,1,46900,188.0,2013,30,78.68,90.06,1
66488,74240,Historical,157753,S,0,0,100210,69.95,2010,14,0.0,68.66,0
41217,46423,Historical,892654,S,43,1,842697,49.95,2013,17,29.49,84.89,0
66541,74309,Historical,1634397,S,4,1,136441,19.95,2008,179,0.0,6.48,0
69087,77227,Historical,52313,S,7,1,487383,103.6,2002,116,123.99,7.49,0
2770,2893,Historical,3524487,D,3,1,5714336,105.0,1987,9,0.0,0.0,0
7643,7889,Historical,154010,D,3,1,769381,10.94,2010,75,20.98,8.97,0
43450,49298,Historical,2262792,S,3,1,3051200,70.26,2007,33,181.52,44.45,0
30415,31086,Historical,567747,D,2,1,103152,109.95,2009,44,58.59,23.99,0
37848,41247,Historical,126650,S,2,1,1225072,90.0,2005,22,31.48,94.54,0
29699,30352,Historical,53248,D,7,1,671416,223.95,2010,39,61.19,53.25,0
1378,1390,Historical,2385368,D,1,0,9258120,57.33,1996,25,11.48,39.98,0
24156,24691,Historical,205993,D,1,0,767587,75.0,2005,29,20.68,34.77,1
6202,6435,Historical,54974,D,5,1,371246,227.95,2007,55,33.87,20.96,0
23773,24301,Historical,633425,D,3,1,1550217,104.95,2006,29,162.94,60.24,0
52314,58325,Historical,120368,S,5,1,919432,81.0,2013,59,39.24,21.96,0
69496,77694,Historical,543735,S,4,1,96211,50.95,2010,62,37.99,23.99,0
49636,55570,Historical,562163,S,3,1,3552451,202.95,2008,14,203.5,81.38,0
28305,28921,Historical,562019,D,5,1,1060474,206.95,2007,39,68.06,13.94,1
75295,84327,Historical,859084,S,2,1,868006,243.95,2003,35,6.87,68.97,0
59012,65758,Historical,146520,S,4,1,54235,233.4,2011,56,66.12,78.47,0
64565,72039,Historical,610349,S,10,1,19050,99.99,2013,52,43.97,47.99,0
17410,17823,Historical,2250707,D,2,1,8959748,0.0,2008,20,70.2,61.47,0
54663,60883,Historical,115649,S,9,1,181147,100.05,2003,59,138.62,8.49,0
649,657,Historical,614660,D,2,1,1227625,54.95,2004,67,43.93,12.16,1
